reward_case,slip_case,slip_enabled,slip_prob,seed,gamma,first_success_episode,final100_success_rate,final100_mean_episode_length,final100_mean_total_reward,final100_mean_base_total_reward,final100_mean_illegal_actions,final100_mean_illegal_pickups,final100_mean_illegal_dropoffs,final100_mean_slipped_actions,final100_mean_pickup_step,final100_mean_dropoff_after_pickup_steps
sparse_success_only,no_slip,False,0.2,10,0.99,77,1.0,14.74,1.0,2.84,0.38,0.22,0.16,0.0,6.72,8.02
sparse_success_only,no_slip,False,0.2,9,0.99,99,1.0,15.7,1.0,-0.82,0.68,0.36,0.32,0.0,7.37,8.33
sparse_success_only,no_slip,False,0.2,11,0.99,12,0.98,23.15,0.98,-29.21,2.96,1.56,1.4,0.0,11.224489795918368,8.316326530612244
sparse_success_only,no_slip,False,0.2,12,0.99,20,1.0,16.45,1.0,-4.18,0.97,0.53,0.44,0.0,8.55,7.9
sparse_success_only,no_slip,False,0.2,13,0.99,13,1.0,15.99,1.0,-1.29,0.7,0.32,0.38,0.0,8.15,7.84
sparse_success_only,no_slip,False,0.2,18,0.99,2,1.0,14.42,1.0,3.88,0.3,0.13,0.17,0.0,6.88,7.54
sparse_success_only,no_slip,False,0.2,16,0.99,13,1.0,15.87,1.0,1.08,0.45,0.24,0.21,0.0,7.77,8.1
sparse_success_only,no_slip,False,0.2,15,0.99,13,1.0,16.14,1.0,-3.78,0.96,0.47,0.49,0.0,8.18,7.96
sparse_success_only,no_slip,False,0.2,17,0.99,5,1.0,14.54,1.0,3.49,0.33,0.13,0.2,0.0,6.45,8.09
sparse_success_only,no_slip,False,0.2,19,0.99,3,1.0,14.54,1.0,3.94,0.28,0.15,0.13,0.0,6.42,8.12
sparse_success_only,no_slip,False,0.2,14,0.99,8,0.96,24.53,0.96,-41.09,4.08,1.86,2.22,0.0,9.3125,7.90625
sparse_success_only,no_slip,False,0.2,20,0.99,43,1.0,15.36,1.0,-0.66,0.7,0.42,0.28,0.0,7.2,8.16
sparse_success_only,no_slip,False,0.2,21,0.99,13,0.95,33.64,0.95,-74.8,6.79,3.5,3.29,0.0,16.431578947368422,8.452631578947368
sparse_success_only,no_slip,False,0.2,23,0.99,29,1.0,15.2,1.0,1.21,0.51,0.28,0.23,0.0,7.07,8.13
sparse_success_only,no_slip,False,0.2,27,0.99,1,1.0,14.41,1.0,2.54,0.45,0.24,0.21,0.0,6.1,8.31
sparse_success_only,no_slip,False,0.2,22,0.99,123,1.0,14.65,1.0,2.93,0.38,0.18,0.2,0.0,6.73,7.92
sparse_success_only,no_slip,False,0.2,24,0.99,31,1.0,15.04,1.0,1.28,0.52,0.23,0.29,0.0,6.99,8.05
sparse_success_only,no_slip,False,0.2,26,0.99,1,1.0,14.68,1.0,2.36,0.44,0.2,0.24,0.0,6.84,7.84
sparse_success_only,no_slip,False,0.2,25,0.99,9,1.0,15.04,1.0,1.01,0.55,0.27,0.28,0.0,6.89,8.15
sparse_success_only,no_slip,False,0.2,29,0.99,14,1.0,14.47,1.0,4.46,0.23,0.12,0.11,0.0,6.09,8.38
sparse_success_only,no_slip,False,0.2,28,0.99,46,1.0,15.51,1.0,0.36,0.57,0.32,0.25,0.0,7.23,8.28
sparse_success_only,no_slip,False,0.2,30,0.99,7,0.9,37.61,0.9,-102.32,9.29,4.64,4.65,0.0,12.0,7.566666666666666
sparse_success_only,no_slip,False,0.2,35,0.99,12,1.0,14.22,1.0,3.63,0.35,0.18,0.17,0.0,6.15,8.07
sparse_success_only,no_slip,False,0.2,39,0.99,22,1.0,14.44,1.0,3.68,0.32,0.13,0.19,0.0,6.61,7.83
sparse_success_only,no_slip,False,0.2,38,0.99,5,1.0,14.85,1.0,4.08,0.23,0.08,0.15,0.0,6.44,8.41
sparse_success_only,no_slip,False,0.2,31,0.99,1,0.97,21.11,0.97,-24.59,2.65,1.33,1.32,0.0,7.577319587628866,8.0
sparse_success_only,no_slip,False,0.2,32,0.99,7,1.0,15.57,1.0,-0.15,0.62,0.23,0.39,0.0,7.64,7.93
sparse_success_only,no_slip,False,0.2,36,0.99,38,1.0,15.17,1.0,2.95,0.32,0.15,0.17,0.0,6.8,8.37
sparse_success_only,no_slip,False,0.2,34,0.99,1,1.0,16.41,1.0,-4.95,1.06,0.51,0.55,0.0,8.29,8.12
sparse_success_only,no_slip,False,0.2,33,0.99,127,0.98,22.93,0.98,-29.8,3.05,1.63,1.42,0.0,10.510204081632653,8.806122448979592
sparse_success_only,no_slip,False,0.2,37,0.99,8,0.99,21.13,0.99,-26.53,2.91,1.46,1.45,0.0,11.313131313131313,8.01010101010101
sparse_success_only,no_slip,False,0.2,40,0.99,0,1.0,18.67,1.0,-11.89,1.58,0.77,0.81,0.0,10.2,8.47
sparse_success_only,no_slip,False,0.2,41,0.99,27,1.0,13.9,1.0,5.12,0.22,0.06,0.16,0.0,6.02,7.88
sparse_success_only,no_slip,False,0.2,43,0.99,15,1.0,14.02,1.0,4.91,0.23,0.13,0.1,0.0,6.25,7.77
sparse_success_only,no_slip,False,0.2,44,0.99,1,1.0,15.99,1.0,-2.28,0.81,0.53,0.28,0.0,7.96,8.03
sparse_success_only,no_slip,False,0.2,42,0.99,11,1.0,17.45,1.0,-7.16,1.19,0.61,0.58,0.0,9.13,8.32
sparse_success_only,no_slip,False,0.2,45,0.99,19,0.96,28.05,0.96,-54.24,5.15,2.62,2.53,0.0,12.791666666666666,8.09375
sparse_success_only,no_slip,False,0.2,46,0.99,13,1.0,14.07,1.0,2.07,0.54,0.24,0.3,0.0,6.5,7.57
sparse_success_only,no_slip,False,0.2,49,0.99,12,1.0,15.36,1.0,0.69,0.55,0.33,0.22,0.0,7.18,8.18
sparse_success_only,no_slip,False,0.2,51,0.99,9,1.0,15.95,1.0,-2.69,0.86,0.47,0.39,0.0,8.0,7.95
sparse_success_only,no_slip,False,0.2,48,0.99,14,0.81,55.65,0.81,-164.37,13.97,7.13,6.84,0.0,13.370786516853933,12.580246913580247
sparse_success_only,no_slip,False,0.2,47,0.99,31,0.88,48.38,0.88,-140.06,12.24,6.27,5.97,0.0,18.247191011235955,9.295454545454545
sparse_success_only,no_slip,False,0.2,52,0.99,24,1.0,15.83,1.0,0.04,0.57,0.21,0.36,0.0,7.2,8.63
sparse_success_only,no_slip,False,0.2,50,0.99,32,0.96,25.43,0.96,-41.27,4.0,1.89,2.11,0.0,9.666666666666666,8.489583333333334
sparse_success_only,no_slip,False,0.2,53,0.99,19,1.0,16.57,1.0,-4.48,0.99,0.48,0.51,0.0,8.89,7.68
sparse_success_only,no_slip,False,0.2,56,0.99,14,1.0,14.49,1.0,3.9,0.29,0.15,0.14,0.0,6.38,8.11
sparse_success_only,no_slip,False,0.2,54,0.99,2,1.0,15.79,1.0,-1.0,0.69,0.37,0.32,0.0,7.75,8.04
sparse_success_only,no_slip,False,0.2,57,0.99,12,1.0,14.55,1.0,3.39,0.34,0.16,0.18,0.0,6.51,8.04
sparse_success_only,no_slip,False,0.2,58,0.99,6,1.0,14.79,1.0,3.06,0.35,0.25,0.1,0.0,6.81,7.98
sparse_success_only,no_slip,False,0.2,55,0.99,30,1.0,18.82,1.0,-16.09,2.03,0.85,1.18,0.0,10.63,8.19
sparse_success_only,no_slip,False,0.2,61,0.99,14,1.0,14.27,1.0,3.76,0.33,0.19,0.14,0.0,6.49,7.78
sparse_success_only,no_slip,False,0.2,63,0.99,39,1.0,14.55,1.0,3.57,0.32,0.18,0.14,0.0,6.69,7.86
sparse_success_only,no_slip,False,0.2,60,0.99,6,1.0,14.66,1.0,2.92,0.38,0.16,0.22,0.0,6.77,7.89
sparse_success_only,no_slip,False,0.2,62,0.99,8,1.0,14.48,1.0,3.28,0.36,0.19,0.17,0.0,6.57,7.91
sparse_success_only,no_slip,False,0.2,59,0.99,22,1.0,17.45,1.0,-6.71,1.14,0.56,0.58,0.0,9.33,8.12
sparse_success_only,no_slip,False,0.2,64,0.99,9,1.0,13.9,1.0,4.85,0.25,0.1,0.15,0.0,5.99,7.91
sparse_success_only,no_slip,False,0.2,66,0.99,3,1.0,13.99,1.0,4.94,0.23,0.12,0.11,0.0,6.01,7.98
sparse_success_only,no_slip,False,0.2,65,0.99,2,1.0,14.98,1.0,1.7,0.48,0.26,0.22,0.0,7.29,7.69
sparse_success_only,no_slip,False,0.2,67,0.99,1,1.0,14.31,1.0,3.09,0.4,0.2,0.2,0.0,6.39,7.92
sparse_success_only,no_slip,False,0.2,69,0.99,43,1.0,15.24,1.0,1.53,0.47,0.28,0.19,0.0,7.34,7.9
sparse_success_only,no_slip,False,0.2,68,0.99,18,1.0,14.74,1.0,1.85,0.49,0.24,0.25,0.0,6.49,8.25
sparse_success_only,no_slip,False,0.2,73,0.99,10,1.0,15.43,1.0,-0.37,0.66,0.38,0.28,0.0,7.36,8.07
sparse_success_only,no_slip,False,0.2,77,0.99,2,1.0,15.04,1.0,2.9,0.34,0.17,0.17,0.0,7.35,7.69
sparse_success_only,no_slip,False,0.2,71,0.99,20,1.0,16.53,1.0,-5.43,1.1,0.49,0.61,0.0,8.4,8.13
sparse_success_only,no_slip,False,0.2,75,0.99,13,1.0,14.5,1.0,3.53,0.33,0.21,0.12,0.0,6.46,8.04
sparse_success_only,no_slip,False,0.2,72,0.99,29,1.0,17.72,1.0,-11.21,1.61,0.91,0.7,0.0,9.15,8.57
sparse_success_only,no_slip,False,0.2,70,0.99,40,0.93,31.03,0.93,-67.84,6.26,2.85,3.41,0.0,11.851063829787234,8.408602150537634
sparse_success_only,no_slip,False,0.2,76,0.99,12,1.0,15.75,1.0,-0.69,0.66,0.35,0.31,0.0,7.62,8.13
sparse_success_only,no_slip,False,0.2,74,0.99,13,0.98,25.83,0.98,-41.97,4.08,2.04,2.04,0.0,13.775510204081632,8.5
sparse_success_only,no_slip,False,0.2,78,0.99,27,1.0,15.12,1.0,-0.33,0.69,0.3,0.39,0.0,7.43,7.69
sparse_success_only,no_slip,False,0.2,79,0.99,44,1.0,14.49,1.0,3.18,0.37,0.13,0.24,0.0,6.49,8.0
sparse_success_only,no_slip,False,0.2,80,0.99,14,1.0,14.2,1.0,2.66,0.46,0.26,0.2,0.0,6.37,7.83
sparse_success_only,no_slip,False,0.2,86,0.99,22,1.0,14.31,1.0,3.9,0.31,0.12,0.19,0.0,6.47,7.84
sparse_success_only,no_slip,False,0.2,82,0.99,22,1.0,14.52,1.0,4.23,0.25,0.13,0.12,0.0,6.7,7.82
sparse_success_only,no_slip,False,0.2,84,0.99,14,1.0,15.89,1.0,0.43,0.52,0.25,0.27,0.0,7.31,8.58
sparse_success_only,no_slip,False,0.2,85,0.99,4,1.0,15.34,1.0,1.61,0.45,0.21,0.24,0.0,6.99,8.35
sparse_success_only,no_slip,False,0.2,81,0.99,24,1.0,15.17,1.0,1.06,0.53,0.27,0.26,0.0,7.41,7.76
sparse_success_only,no_slip,False,0.2,83,0.99,9,1.0,15.29,1.0,1.21,0.5,0.25,0.25,0.0,7.04,8.25
sparse_success_only,no_slip,False,0.2,88,0.99,2,1.0,14.08,1.0,3.68,0.36,0.16,0.2,0.0,6.14,7.94
sparse_success_only,no_slip,False,0.2,90,0.99,7,1.0,14.69,1.0,3.43,0.32,0.19,0.13,0.0,6.55,8.14
sparse_success_only,no_slip,False,0.2,89,0.99,28,1.0,15.12,1.0,1.47,0.49,0.27,0.22,0.0,6.83,8.29
sparse_success_only,no_slip,False,0.2,91,0.99,9,1.0,14.28,1.0,4.29,0.27,0.17,0.1,0.0,6.27,8.01
sparse_success_only,no_slip,False,0.2,87,0.99,3,1.0,15.43,1.0,-0.82,0.71,0.32,0.39,0.0,7.56,7.87
sparse_success_only,no_slip,False,0.2,92,0.99,24,1.0,14.13,1.0,4.17,0.3,0.12,0.18,0.0,6.31,7.82
sparse_success_only,no_slip,False,0.2,93,0.99,24,1.0,16.02,1.0,-2.4,0.82,0.48,0.34,0.0,7.86,8.16
sparse_success_only,no_slip,False,0.2,94,0.99,25,1.0,16.21,1.0,-2.23,0.78,0.39,0.39,0.0,7.65,8.56
sparse_success_only,no_slip,False,0.2,97,0.99,16,1.0,15.06,1.0,1.17,0.53,0.28,0.25,0.0,6.84,8.22
sparse_success_only,no_slip,False,0.2,95,0.99,18,1.0,14.81,1.0,0.88,0.59,0.27,0.32,0.0,7.12,7.69
sparse_success_only,no_slip,False,0.2,96,0.99,7,0.99,24.98,0.99,-41.45,4.14,2.2,1.94,0.0,15.070707070707071,8.141414141414142
sparse_success_only,no_slip,False,0.2,98,0.99,39,1.0,15.44,1.0,0.52,0.56,0.29,0.27,0.0,7.21,8.23
sparse_success_only,slip,True,0.2,0,0.99,10,1.0,23.93,1.0,-6.71,0.42,0.26,0.16,4.34,11.76,12.17
sparse_success_only,no_slip,False,0.2,99,0.99,0,1.0,15.38,1.0,-0.05,0.63,0.25,0.38,0.0,7.26,8.12
sparse_success_only,slip,True,0.2,1,0.99,5,1.0,28.97,1.0,-12.29,0.48,0.28,0.2,5.12,17.17,11.8
sparse_success_only,slip,True,0.2,3,0.99,3,1.0,21.24,1.0,-3.21,0.33,0.18,0.15,3.88,9.36,11.88
sparse_success_only,slip,True,0.2,7,0.99,4,1.0,19.97,1.0,-2.75,0.42,0.26,0.16,3.45,9.27,10.7
sparse_success_only,slip,True,0.2,2,0.99,118,0.72,73.79,0.72,-194.3,15.07,7.64,7.43,10.92,22.710843373493976,13.791666666666666
sparse_success_only,slip,True,0.2,4,0.99,7,1.0,22.59,1.0,-6.09,0.5,0.24,0.26,3.85,11.19,11.4
sparse_success_only,slip,True,0.2,8,0.99,15,1.0,22.95,1.0,-6.18,0.47,0.23,0.24,4.44,10.82,12.13
sparse_success_only,slip,True,0.2,6,0.99,7,1.0,27.16,1.0,-11.74,0.62,0.37,0.25,4.79,14.91,12.25
sparse_success_only,slip,True,0.2,9,0.99,2,1.0,22.84,1.0,-4.99,0.35,0.22,0.13,3.95,11.85,10.99
sparse_success_only,slip,True,0.2,5,0.99,46,0.99,32.07,0.99,-26.13,1.65,0.85,0.8,5.7,18.5,13.272727272727273
sparse_success_only,slip,True,0.2,10,0.99,10,0.99,26.27,0.99,-8.99,0.39,0.22,0.17,4.53,12.969696969696969,11.545454545454545
sparse_success_only,slip,True,0.2,11,0.99,18,1.0,22.15,1.0,-4.48,0.37,0.24,0.13,4.14,11.27,10.88
sparse_success_only,slip,True,0.2,12,0.99,3,1.0,21.02,1.0,-3.98,0.44,0.23,0.21,3.61,10.38,10.64
sparse_success_only,slip,True,0.2,13,0.99,4,1.0,21.78,1.0,-3.75,0.33,0.19,0.14,3.91,10.88,10.9
sparse_success_only,slip,True,0.2,16,0.99,11,1.0,23.21,1.0,-6.08,0.43,0.21,0.22,4.09,11.74,11.47
sparse_success_only,slip,True,0.2,14,0.99,38,1.0,21.49,1.0,-3.91,0.38,0.19,0.19,3.47,10.74,10.75
sparse_success_only,slip,True,0.2,15,0.99,2,1.0,24.67,1.0,-9.52,0.65,0.31,0.34,4.13,13.54,11.13
sparse_success_only,slip,True,0.2,18,0.99,57,0.99,24.08,0.99,-6.71,0.38,0.18,0.2,4.35,11.606060606060606,10.696969696969697
sparse_success_only,slip,True,0.2,19,0.99,13,1.0,21.06,1.0,-2.67,0.29,0.17,0.12,3.84,9.81,11.25
sparse_success_only,slip,True,0.2,20,0.99,17,1.0,24.53,1.0,-10.37,0.76,0.43,0.33,4.37,13.38,11.15
sparse_success_only,slip,True,0.2,17,0.99,8,0.99,27.78,0.99,-15.0,0.89,0.51,0.38,5.11,13.262626262626263,12.777777777777779
sparse_success_only,slip,True,0.2,22,0.99,12,1.0,20.01,1.0,-2.34,0.37,0.16,0.21,3.32,9.41,10.6
sparse_success_only,slip,True,0.2,21,0.99,15,1.0,22.74,1.0,-5.52,0.42,0.26,0.16,4.0,12.29,10.45
sparse_success_only,slip,True,0.2,23,0.99,61,1.0,22.23,1.0,-5.01,0.42,0.27,0.15,3.98,10.99,11.24
sparse_success_only,slip,True,0.2,24,0.99,65,1.0,20.56,1.0,-2.89,0.37,0.2,0.17,3.65,9.14,11.42
sparse_success_only,slip,True,0.2,25,0.99,0,1.0,20.76,1.0,-4.53,0.53,0.3,0.23,3.37,9.8,10.96
sparse_success_only,slip,True,0.2,26,0.99,1,1.0,22.12,1.0,-5.08,0.44,0.25,0.19,3.76,10.93,11.19
sparse_success_only,slip,True,0.2,27,0.99,7,1.0,22.05,1.0,-6.27,0.58,0.25,0.33,3.81,10.59,11.46
sparse_success_only,slip,True,0.2,28,0.99,14,1.0,22.1,1.0,-8.12,0.78,0.48,0.3,3.74,11.46,10.64
sparse_success_only,slip,True,0.2,29,0.99,14,1.0,20.92,1.0,-2.8,0.32,0.17,0.15,3.63,9.81,11.11
sparse_success_only,slip,True,0.2,30,0.99,7,1.0,19.8,1.0,-1.86,0.34,0.17,0.17,3.59,8.77,11.03
sparse_success_only,slip,True,0.2,34,0.99,10,1.0,21.6,1.0,-5.55,0.55,0.3,0.25,3.76,10.47,11.13
sparse_success_only,slip,True,0.2,33,0.99,11,1.0,26.17,1.0,-9.13,0.44,0.21,0.23,4.62,14.6,11.57
sparse_success_only,slip,True,0.2,31,0.99,1,1.0,22.86,1.0,-6.09,0.47,0.28,0.19,3.96,11.18,11.68
sparse_success_only,slip,True,0.2,32,0.99,30,1.0,25.2,1.0,-8.7,0.5,0.24,0.26,4.49,13.6,11.6
sparse_success_only,slip,True,0.2,35,0.99,8,0.98,29.15,0.98,-14.15,0.62,0.31,0.31,5.46,14.33673469387755,11.326530612244898
sparse_success_only,slip,True,0.2,36,0.99,3,1.0,21.34,1.0,-3.4,0.34,0.2,0.14,4.04,10.19,11.15
sparse_success_only,slip,True,0.2,37,0.99,8,1.0,21.5,1.0,-4.19,0.41,0.21,0.2,3.79,11.01,10.49
sparse_success_only,slip,True,0.2,40,0.99,47,1.0,20.95,1.0,-2.92,0.33,0.21,0.12,3.72,9.59,11.36
sparse_success_only,slip,True,0.2,38,0.99,47,1.0,24.41,1.0,-7.91,0.5,0.26,0.24,4.66,12.49,11.92
sparse_success_only,slip,True,0.2,39,0.99,42,1.0,21.98,1.0,-5.66,0.52,0.25,0.27,3.74,10.84,11.14
sparse_success_only,slip,True,0.2,41,0.99,5,1.0,20.36,1.0,-1.97,0.29,0.22,0.07,3.96,8.79,11.57
sparse_success_only,slip,True,0.2,44,0.99,10,1.0,21.73,1.0,-5.41,0.52,0.2,0.32,4.01,10.81,10.92
sparse_success_only,slip,True,0.2,43,0.99,13,1.0,22.95,1.0,-5.73,0.42,0.16,0.26,3.89,12.44,10.51
sparse_success_only,slip,True,0.2,46,0.99,51,1.0,20.72,1.0,-3.68,0.44,0.23,0.21,3.62,9.82,10.9
sparse_success_only,slip,True,0.2,47,0.99,15,1.0,20.01,1.0,-2.16,0.35,0.17,0.18,3.56,8.45,11.56
sparse_success_only,slip,True,0.2,42,0.99,30,0.96,29.43,0.96,-37.89,3.18,1.6,1.58,4.48,11.427083333333334,10.895833333333334
sparse_success_only,slip,True,0.2,45,0.99,6,0.98,26.69,0.98,-17.72,1.29,0.65,0.64,4.43,13.282828282828282,11.673469387755102
sparse_success_only,slip,True,0.2,50,0.99,43,1.0,21.47,1.0,-3.26,0.31,0.14,0.17,3.62,10.74,10.73
sparse_success_only,slip,True,0.2,49,0.99,24,1.0,22.25,1.0,-6.92,0.63,0.28,0.35,3.68,11.12,11.13
sparse_success_only,slip,True,0.2,54,0.99,16,1.0,21.76,1.0,-6.61,0.65,0.33,0.32,3.7,10.9,10.86
sparse_success_only,slip,True,0.2,48,0.99,17,0.98,39.14,0.98,-44.39,2.87,1.45,1.42,6.98,24.333333333333332,13.26530612244898
sparse_success_only,slip,True,0.2,52,0.99,28,1.0,21.71,1.0,-4.22,0.39,0.23,0.16,3.6,10.69,11.02
sparse_success_only,slip,True,0.2,51,0.99,78,1.0,24.04,1.0,-6.01,0.33,0.17,0.16,4.49,12.97,11.07
sparse_success_only,slip,True,0.2,57,0.99,27,1.0,20.26,1.0,-2.05,0.31,0.14,0.17,3.94,8.71,11.55
sparse_success_only,slip,True,0.2,56,0.99,22,1.0,20.94,1.0,-2.55,0.29,0.16,0.13,3.53,9.31,11.63
sparse_success_only,slip,True,0.2,53,0.99,6,1.0,20.86,1.0,-3.46,0.4,0.17,0.23,3.59,9.45,11.41
sparse_success_only,slip,True,0.2,55,0.99,15,1.0,22.05,1.0,-5.73,0.52,0.26,0.26,4.06,10.61,11.44
sparse_success_only,slip,True,0.2,58,0.99,1,1.0,21.2,1.0,-3.8,0.4,0.24,0.16,3.95,9.74,11.46
sparse_success_only,slip,True,0.2,62,0.99,18,1.0,20.97,1.0,-4.83,0.54,0.31,0.23,3.86,9.63,11.34
sparse_success_only,slip,True,0.2,61,0.99,12,1.0,22.08,1.0,-4.05,0.33,0.13,0.2,4.1,11.09,10.99
sparse_success_only,slip,True,0.2,60,0.99,3,1.0,28.31,1.0,-12.35,0.56,0.26,0.3,5.39,13.59,14.72
sparse_success_only,slip,True,0.2,64,0.99,4,1.0,22.57,1.0,-4.99,0.38,0.18,0.2,4.18,12.18,10.39
sparse_success_only,slip,True,0.2,59,0.99,38,0.95,39.04,0.95,-37.54,2.05,0.94,1.11,7.19,14.15,19.4
sparse_success_only,slip,True,0.2,63,0.99,5,1.0,25.57,1.0,-9.07,0.5,0.3,0.2,4.46,14.74,10.83
sparse_success_only,slip,True,0.2,67,0.99,91,1.0,23.48,1.0,-5.81,0.37,0.21,0.16,4.09,12.63,10.85
sparse_success_only,slip,True,0.2,65,0.99,26,0.92,40.76,0.92,-71.66,5.58,2.91,2.67,7.0,16.602150537634408,11.847826086956522
sparse_success_only,slip,True,0.2,66,0.99,10,1.0,23.66,1.0,-8.42,0.64,0.32,0.32,4.17,13.4,10.26
sparse_success_only,slip,True,0.2,68,0.99,11,0.98,29.55,0.98,-37.77,3.2,1.68,1.52,4.83,14.346938775510203,11.724489795918368
sparse_success_only,slip,True,0.2,69,0.99,19,0.98,28.34,0.98,-14.06,0.7,0.44,0.26,5.22,15.404040404040405,11.244897959183673
sparse_success_only,slip,True,0.2,71,0.99,6,1.0,20.93,1.0,-3.17,0.36,0.19,0.17,3.47,10.29,10.64
sparse_success_only,slip,True,0.2,70,0.99,2,1.0,21.76,1.0,-5.44,0.52,0.23,0.29,3.74,10.93,10.83
sparse_success_only,slip,True,0.2,74,0.99,7,1.0,20.4,1.0,-2.46,0.34,0.19,0.15,3.56,9.41,10.99
sparse_success_only,slip,True,0.2,75,0.99,13,1.0,21.22,1.0,-3.01,0.31,0.16,0.15,3.82,8.87,12.35
sparse_success_only,slip,True,0.2,77,0.99,25,1.0,21.74,1.0,-3.71,0.33,0.16,0.17,3.95,10.67,11.07
sparse_success_only,slip,True,0.2,76,0.99,41,1.0,21.38,1.0,-4.79,0.49,0.22,0.27,3.91,9.95,11.43
sparse_success_only,slip,True,0.2,72,0.99,83,1.0,28.61,1.0,-15.89,0.92,0.48,0.44,5.3,14.95,13.66
sparse_success_only,slip,True,0.2,73,0.99,37,0.99,31.86,0.99,-26.82,1.75,0.79,0.96,5.32,18.151515151515152,12.01010101010101
sparse_success_only,slip,True,0.2,80,0.99,13,1.0,20.48,1.0,-2.54,0.34,0.14,0.2,3.42,9.41,11.07
sparse_success_only,slip,True,0.2,78,0.99,4,1.0,29.44,1.0,-16.81,0.93,0.5,0.43,5.26,16.53,12.91
sparse_success_only,slip,True,0.2,79,0.99,18,0.98,26.85,0.98,-14.1,0.87,0.41,0.46,4.9,12.224489795918368,11.091836734693878
sparse_success_only,slip,True,0.2,81,0.99,27,1.0,25.05,1.0,-9.18,0.57,0.29,0.28,4.39,13.96,11.09
sparse_success_only,slip,True,0.2,82,0.99,6,1.0,22.07,1.0,-4.22,0.35,0.16,0.19,4.18,10.54,11.53
sparse_success_only,slip,True,0.2,83,0.99,7,1.0,20.71,1.0,-2.05,0.26,0.1,0.16,3.68,9.4,11.31
sparse_success_only,slip,True,0.2,85,0.99,0,1.0,23.31,1.0,-6.09,0.42,0.18,0.24,4.33,12.6,10.71
sparse_success_only,slip,True,0.2,84,0.99,1,1.0,23.58,1.0,-6.9,0.48,0.29,0.19,4.52,11.3,12.28
sparse_success_only,slip,True,0.2,88,0.99,8,1.0,19.47,1.0,-0.72,0.25,0.14,0.11,3.39,8.39,11.08
sparse_success_only,slip,True,0.2,86,0.99,22,1.0,23.24,1.0,-7.46,0.58,0.27,0.31,4.07,11.71,11.53
sparse_success_only,slip,True,0.2,87,0.99,0,1.0,19.8,1.0,-4.02,0.58,0.31,0.27,3.43,8.87,10.93
sparse_success_only,slip,True,0.2,90,0.99,10,1.0,19.95,1.0,-1.74,0.31,0.2,0.11,3.68,9.37,10.58
sparse_success_only,slip,True,0.2,89,0.99,8,1.0,26.43,1.0,-12.09,0.74,0.37,0.37,4.59,14.01,12.42
sparse_success_only,slip,True,0.2,91,0.99,22,1.0,22.32,1.0,-8.07,0.75,0.36,0.39,3.78,11.43,10.89
sparse_success_only,slip,True,0.2,92,0.99,0,1.0,21.23,1.0,-3.29,0.34,0.08,0.26,3.98,9.97,11.26
sparse_success_only,slip,True,0.2,95,0.99,15,1.0,22.66,1.0,-4.45,0.31,0.2,0.11,3.91,11.78,10.88
sparse_success_only,slip,True,0.2,93,0.99,3,0.99,32.76,0.99,-33.39,2.38,1.27,1.11,5.79,19.7,13.131313131313131
sparse_success_only,slip,True,0.2,97,0.99,1,1.0,22.18,1.0,-6.58,0.6,0.29,0.31,3.87,11.14,11.04
sparse_success_only,slip,True,0.2,94,0.99,6,0.99,31.36,0.99,-27.22,1.85,0.99,0.86,5.62,20.05,11.313131313131313
sparse_success_only,slip,True,0.2,98,0.99,34,0.99,31.12,0.99,-15.91,0.62,0.38,0.24,5.8,14.8989898989899,14.515151515151516
sparse_success_only,slip,True,0.2,96,0.99,29,1.0,29.87,1.0,-14.63,0.64,0.35,0.29,5.1,17.36,12.51
sparse_success_only_gamma1,no_slip,False,0.2,0,1.0,10,1.0,18.16,1.0,-9.58,1.38,0.72,0.66,0.0,10.12,8.04
sparse_success_only,slip,True,0.2,99,0.99,0,1.0,21.82,1.0,-6.76,0.66,0.38,0.28,3.96,10.75,11.07
sparse_success_only_gamma1,no_slip,False,0.2,1,1.0,4,1.0,15.58,1.0,-0.25,0.63,0.26,0.37,0.0,7.5,8.08
sparse_success_only_gamma1,no_slip,False,0.2,3,1.0,0,1.0,15.67,1.0,-0.7,0.67,0.33,0.34,0.0,7.69,7.98
sparse_success_only_gamma1,no_slip,False,0.2,2,1.0,2,1.0,17.15,1.0,-10.37,1.58,0.7,0.88,0.0,9.13,8.02
sparse_success_only_gamma1,no_slip,False,0.2,4,1.0,13,1.0,14.32,1.0,2.99,0.41,0.25,0.16,0.0,6.54,7.78
sparse_success_only_gamma1,no_slip,False,0.2,5,1.0,40,1.0,18.39,1.0,-11.34,1.55,0.82,0.73,0.0,9.73,8.66
sparse_success_only_gamma1,no_slip,False,0.2,7,1.0,3,0.92,31.35,0.92,-68.46,6.27,3.17,3.1,0.0,8.804347826086957,7.880434782608695
sparse_success_only_gamma1,no_slip,False,0.2,6,1.0,1,0.99,16.58,0.99,-5.87,1.12,0.59,0.53,0.0,6.797979797979798,7.929292929292929
sparse_success_only_gamma1,no_slip,False,0.2,8,1.0,19,1.0,15.84,1.0,-0.69,0.65,0.37,0.28,0.0,7.54,8.3
sparse_success_only_gamma1,no_slip,False,0.2,13,1.0,13,1.0,15.99,1.0,-1.29,0.7,0.32,0.38,0.0,8.15,7.84
sparse_success_only_gamma1,no_slip,False,0.2,10,1.0,77,1.0,14.74,1.0,2.84,0.38,0.22,0.16,0.0,6.72,8.02
