case,snapshot_type,snapshot_label,distance,mean_value,count
stoch_sparse,fixed_episode,100,10,0.001176329639436963,100
stoch_sparse,fixed_episode,100,11,0.0006511716483352303,100
stoch_sparse,fixed_episode,100,12,0.00037281359151539287,100
stoch_sparse,fixed_episode,100,13,0.00022476274468189123,100
stoch_sparse,fixed_episode,100,14,0.0001482066001693689,100
stoch_sparse,fixed_episode,500,0,0.0,100
stoch_sparse,fixed_episode,500,1,0.8954721102581428,100
stoch_sparse,fixed_episode,500,2,0.8054352781420553,100
stoch_sparse,fixed_episode,500,3,0.7221066001142031,100
stoch_sparse,fixed_episode,500,4,0.6455909336383414,100
stoch_sparse,fixed_episode,500,5,0.5726015843641205,100
stoch_sparse,fixed_episode,500,6,0.5045047832029147,100
stoch_sparse,fixed_episode,500,7,0.4454934752537891,100
stoch_sparse,fixed_episode,500,8,0.41567655624424477,100
stoch_sparse,fixed_episode,500,9,0.38730534296915325,100
stoch_sparse,fixed_episode,500,10,0.3599469724450731,100
stoch_sparse,fixed_episode,500,11,0.33529613023403215,100
stoch_sparse,fixed_episode,500,12,0.31431309485147185,100
stoch_sparse,fixed_episode,500,13,0.29655744593323385,100
stoch_sparse,fixed_episode,500,14,0.28457124116623683,100
stoch_sparse,fixed_episode,1000,0,0.0,100
stoch_sparse,fixed_episode,1000,1,0.9516780904925823,100
stoch_sparse,fixed_episode,1000,2,0.9073473415878816,100
stoch_sparse,fixed_episode,1000,3,0.8679255604607188,100
stoch_sparse,fixed_episode,1000,4,0.8315426562847014,100
stoch_sparse,fixed_episode,1000,5,0.7972267033776005,100
stoch_sparse,fixed_episode,1000,6,0.7642015010810393,100
stoch_sparse,fixed_episode,1000,7,0.7346005682823885,100
stoch_sparse,fixed_episode,1000,8,0.7179512903728071,100
stoch_sparse,fixed_episode,1000,9,0.7010359486641811,100
stoch_sparse,fixed_episode,1000,10,0.6838559585805898,100
stoch_sparse,fixed_episode,1000,11,0.6676165811140712,100
stoch_sparse,fixed_episode,1000,12,0.6521372089932527,100
stoch_sparse,fixed_episode,1000,13,0.6389549826357879,100
stoch_sparse,fixed_episode,1000,14,0.6278849986027111,100
stoch_sparse,fixed_episode,3000,0,0.0,100
